SCENE,KEY,SENTENCE,SPEAKER,SHOW,Sarcasm,Sarcasm_Type
1_S10E04_398,1_S10E04_398_u,"Well, I didn't, and it's your fault.",AMY,BBT,0,NONE
1_S10E04_403,1_S10E04_403_c_0,"(sighs) Sheldon, maybe living together is a bad idea.",-,BBT,,
1_S10E04_403,1_S10E04_403_c_1,"Well... Yeah, but what kind of scientists would we be,",-,BBT,,
1_S10E04_403,1_S10E04_403_c_2,drawing a conclusion after only 12 hours of data?,-,BBT,,
1_S10E04_403,1_S10E04_403_u,The kind who almost put a pillow over your face last night.,AMY,BBT,0,NONE
1_S10E05_079,1_S10E05_079_c_0,"When you live with someone, there's gonna be conflict.",-,BBT,,
1_S10E05_079,1_S10E05_079_c_1,You just have to keep communicating.,-,BBT,,
1_S10E05_079,1_S10E05_079_c_2,I'm open to that.,-,BBT,,
1_S10E05_079,1_S10E05_079_u,"Okay. Well, for starters, there's nothing wrong with keeping our toothbrushes in the same holder.",AMY,BBT,0,NONE
1_S10E05_110,1_S10E05_110_c_0,"Honey, how ya feeling?",-,BBT,,
1_S10E05_110,1_S10E05_110_c_1,(Bernadette retching loudly),-,BBT,,
1_S10E05_110,1_S10E05_110_c_2,The book says at this stage of the pregnancy,-,BBT,,
1_S10E05_110,1_S10E05_110_c_3,morning sickness should be going away.,-,BBT,,
1_S10E05_110,1_S10E05_110_c_4,(retching),-,BBT,,
1_S10E05_110,1_S10E05_110_c_5,"So that's good news, right?",-,BBT,,
1_S10E05_110,1_S10E05_110_u,The only thing I hate more than you right now is that book!,BERNADETTE,BBT,0,NONE
1_S10E05_120,1_S10E05_120_c_0,But it's our last chance to take a vacation,-,BBT,,
1_S10E05_120,1_S10E05_120_c_1,that's just the two of us.,-,BBT,,
1_S10E05_120,1_S10E05_120_u,How 'bout we stay here? We don't even have to tell anyone. It'll be like a secret vacation at home.,HOWARD,BBT,0,NONE
1_S10E05_288,1_S10E05_288_c_0,So you're back out on the dating scene now?,STUART,BBT,,
1_S10E05_288,1_S10E05_288_c_1,"Yeah, yeah, a little.",RAJ,BBT,,
1_S10E05_288,1_S10E05_288_c_2,"Oh, that must be fun. How's that going?",STUART,BBT,,
1_S10E05_288,1_S10E05_288_u,"I'm in a hot tub with you, so pretty bad.",RAJ,BBT,1,ILL
1_S10E05_319,1_S10E05_319_c_0,"Well, who you gonna hit on?",-,BBT,,
1_S10E05_319,1_S10E05_319_c_1,The girl in front of us got strawberry.,-,BBT,,
1_S10E05_319,1_S10E05_319_c_2,That's your favorite.,-,BBT,,
1_S10E05_319,1_S10E05_319_u,"No. No, if we both like it, I'll spend the rest of my life opening the freezer and going, ""Aw, no strawberry.""",SHELDON,BBT,0,NONE
1_S10E06_003,1_S10E06_003_c_0,"Hey, have you ever heard of the Van Nuys Comic-Con? Yeah.",-,BBT,,
1_S10E06_003,1_S10E06_003_c_1,It's a dinky little convention where they sell collectibles,-,BBT,,
1_S10E06_003,1_S10E06_003_c_2,and get sad D-list celebrities to appear. Why?,-,BBT,,
1_S10E06_003,1_S10E06_003_u,I got asked to sign autographs there.,PENNY,BBT,0,NONE
1_S10E06_062,1_S10E06_062_c_0,That's a kick.,-,BBT,,
1_S10E06_062,1_S10E06_062_c_1,That's an actual kick.,-,BBT,,
1_S10E06_062,1_S10E06_062_c_2,(panting),-,BBT,,
1_S10E06_062,1_S10E06_062_c_3,What are you doing?,-,BBT,,
1_S10E06_062,1_S10E06_062_u,I felt a kick. There's a baby in there.,HOWARD,BBT,0,NONE
1_S10E06_091,1_S10E06_091_c_0,What's all this?,-,BBT,,
1_S10E06_091,1_S10E06_091_c_1,"Oh, everything we need for your autograph session--",-,BBT,,
1_S10E06_091,1_S10E06_091_c_2,"head shots, markers. Okay.",-,BBT,,
1_S10E06_091,1_S10E06_091_c_3,"Leonard, it's sweet you're excited about this,",-,BBT,,
1_S10E06_091,1_S10E06_091_c_4,but it'll be a miracle if one person asks for my autograph.,-,BBT,,
1_S10E06_091,1_S10E06_091_u,Are you kidding? I once paid $20 for Theo Sassler's signature.,LEONARD,BBT,0,NONE
1_S10E06_166,1_S10E06_166_c_0,Never been on this side of the table before.,-,BBT,,
1_S10E06_166,1_S10E06_166_c_1,I feel powerful.,-,BBT,,
1_S10E06_166,1_S10E06_166_c_2,Really?,-,BBT,,
1_S10E06_166,1_S10E06_166_u,I feel like I'm selling candy so our team can get new uniforms.,PENNY,BBT,0,NONE
1_S10E06_255,1_S10E06_255_c_0,"It's got a rearview camera, there's a DVD player--",-,BBT,,
1_S10E06_255,1_S10E06_255_c_1,"oh, and check this out.",-,BBT,,
1_S10E06_255,1_S10E06_255_c_2,It's like we're living in the future!,-,BBT,,
1_S10E06_255,1_S10E06_255_c_3,"Hey, show her the trunk! Show her the trunk!",-,BBT,,
1_S10E06_255,1_S10E06_255_u,"Imagine this: you've got the baby in one hand, groceries in the other, and you're thinking, ""How am I gonna open this trunk?""",HOWARD,BBT,0,NONE
1_S10E07_069,1_S10E07_069_c_0,"Thank you for your services, gentlemen. Now, I'm hoping to broaden our audience with your youthful rock and roll music.",SHELDON,BBT,,
1_S10E07_069,1_S10E07_069_u,"(chuckling): Aw, you think you have an audience, that's funny.",HOWARD,BBT,1,PRO
1_S10E07_110,1_S10E07_110_c_0,"You're awful quiet, everything okay?",LEONARD,BBT,,
1_S10E07_110,1_S10E07_110_c_1,I'm concerned about Amy.,SHELDON,BBT,,
1_S10E07_110,1_S10E07_110_c_2,She's acting a bit odd lately.,SHELDON,BBT,,
1_S10E07_110,1_S10E07_110_u,"Oh. Well, j-just out of curiosity, what registers as odd to you",HOWARD,BBT,1,ILL
1_S10E07_140,1_S10E07_140_c_0,She's enjoying living with you,LEONARD,BBT,,
1_S10E07_140,1_S10E07_140_c_1,and she didn't want it to end early.,LEONARD,BBT,,
1_S10E07_140,1_S10E07_140_c_2,"So, she's deceiving me",SHELDON,BBT,,
1_S10E07_140,1_S10E07_140_c_3,in order to spend more time with me.,SHELDON,BBT,,
1_S10E07_140,1_S10E07_140_c_4,Yes. Oh.,LEONARD,BBT,,
1_S10E07_140,1_S10E07_140_c_5,"Well, I feel both flattered and hurt.",SHELDON,BBT,,
1_S10E07_140,1_S10E07_140_c_6,Like when people say I look like that skeleton,SHELDON,BBT,,
1_S10E07_140,1_S10E07_140_c_7,from Nightmare Before Christmas.,SHELDON,BBT,,
1_S10E07_140,1_S10E07_140_u,"Oh my God, that's who you look like.",RAJ,BBT,1,PRO
1_S10E07_163,1_S10E07_163_c_0,"So, if I actually know something right now...",-,BBT,,
1_S10E07_163,1_S10E07_163_c_1,and I do...,-,BBT,,
1_S10E07_163,1_S10E07_163_c_2,...you don't want me to tell you?,-,BBT,,
1_S10E07_163,1_S10E07_163_c_3,Uh...,-,BBT,,
1_S10E07_163,1_S10E07_163_c_4,"Pfft, no.",-,BBT,,
1_S10E07_163,1_S10E07_163_u,"I'll take that as a ""Yes."" She's secretly been moving your collectibles into storage a little at a time and you haven't noticed.",HOWARD,BBT,0,NONE
1_S10E07_187,1_S10E07_187_c_0,"So, what's the deal with your apartment?",-,BBT,,
1_S10E07_187,1_S10E07_187_c_1,Why's it taking so long?,-,BBT,,
1_S10E07_187,1_S10E07_187_c_2,"Um, it was a drywall problem.",-,BBT,,
1_S10E07_187,1_S10E07_187_c_3,"Oh, no, what happened?",-,BBT,,
1_S10E07_187,1_S10E07_187_c_4,"Well, the drywall got wet, and you do not want wet drywall",-,BBT,,
1_S10E07_187,1_S10E07_187_c_5,"because when drywall gets wet, it's really more...",-,BBT,,
1_S10E07_187,1_S10E07_187_c_6,Wet wall?,-,BBT,,
1_S10E07_187,1_S10E07_187_c_7,"Or damp wall, just as bad. Mm.",-,BBT,,
1_S10E07_187,1_S10E07_187_u,So why don't they just get more drywall?,PENNY,BBT,0,NONE
1_S10E07_198,1_S10E07_198_c_0,But is Sheldon really believing all this crap?,-,BBT,,
1_S10E07_198,1_S10E07_198_c_1,"Well, he started to question it, but then I fake sneezed on him",-,BBT,,
1_S10E07_198,1_S10E07_198_c_2,and he ran to take a shower.,-,BBT,,
1_S10E07_198,1_S10E07_198_c_3,"Please don't say anything, I feel terrible about this.",-,BBT,,
1_S10E07_198,1_S10E07_198_u,"Oh, don't worry, I won't.",PENNY,BBT,0,NONE
1_S10E07_247,1_S10E07_247_c_0,What is going on?,-,BBT,,
1_S10E07_247,1_S10E07_247_c_1,"Fine, I told Sheldon that",-,BBT,,
1_S10E07_247,1_S10E07_247_c_2,"her apartment's been finished,",-,BBT,,
1_S10E07_247,1_S10E07_247_c_3,"but then you just said it's not,",-,BBT,,
1_S10E07_247,1_S10E07_247_c_4,so now I'm all confused.,-,BBT,,
1_S10E07_247,1_S10E07_247_c_5,Penny was just covering for me.,-,BBT,,
1_S10E07_247,1_S10E07_247_c_6,My place has been ready for two weeks.,-,BBT,,
1_S10E07_247,1_S10E07_247_c_7,How could you lie to me?,-,BBT,,
1_S10E07_247,1_S10E07_247_u,"Uh, she's enjoyed living with you. It's called being in love.",PENNY,BBT,0,NONE
1_S10E07_267,1_S10E07_267_c_0,Why did you tell Howard,-,BBT,,
1_S10E07_267,1_S10E07_267_c_1,I was hiding Leonard's things?,-,BBT,,
1_S10E07_267,1_S10E07_267_c_2,One sec.,-,BBT,,
1_S10E07_267,1_S10E07_267_c_3,Why did you tell Leonard,-,BBT,,
1_S10E07_267,1_S10E07_267_u,I told you Penny was hiding his things?! It just came up because we-we were talking about secrets and...,HOWARD,BBT,0,NONE
1_S10E08_063,1_S10E08_063_c_0,I-I just found a wobble.,RAJ,BBT,,
1_S10E08_063,1_S10E08_063_c_1,"Oh, do I need a mop?",OTHER,BBT,,
1_S10E08_063,1_S10E08_063_c_2,It's a gravitational wobble.,RAJ,BBT,,
1_S10E08_063,1_S10E08_063_c_3,It could be a sign of an extrasolar planet,RAJ,BBT,,
1_S10E08_063,1_S10E08_063_c_4,that may contain life and someday be named after me.,RAJ,BBT,,
1_S10E08_063,1_S10E08_063_c_5,"Oh... well, if it has life,",OTHER,BBT,,
1_S10E08_063,1_S10E08_063_c_6,"maybe it already has a name, huh?",OTHER,BBT,,
1_S10E08_063,1_S10E08_063_c_7,"Yeah, but it's probably difficult to pronounce.",RAJ,BBT,,
1_S10E08_063,1_S10E08_063_c_8,What is your name?,OTHER,BBT,,
1_S10E08_063,1_S10E08_063_c_9,Rajesh Ramayan Koothrappali.,RAJ,BBT,,
1_S10E08_063,1_S10E08_063_u,You think it would be more difficult than that?,OTHER,BBT,1,PRO
1_S10E08_131,1_S10E08_131_c_0,"Huh, they screwed up and gave us steamed broccoli.",HOWARD,BBT,,
1_S10E08_131,1_S10E08_131_c_1,"Oh, no, that's mine.",RAJ,BBT,,
1_S10E08_131,1_S10E08_131_c_2,Really?,LEONARD,BBT,,
1_S10E08_131,1_S10E08_131_u,The last green thing I saw you eat was a Skittle.,LEONARD,BBT,1,PRO
1_S10E08_140,1_S10E08_140_c_0,"You're dating somebody, who is it?",-,BBT,,
1_S10E08_140,1_S10E08_140_c_1,What?,-,BBT,,
1_S10E08_140,1_S10E08_140_c_2,What are you talking about?,-,BBT,,
1_S10E08_140,1_S10E08_140_c_3,You only watch what you eat when you're afraid,-,BBT,,
1_S10E08_140,1_S10E08_140_c_4,you might have to take your shirt off.,-,BBT,,
1_S10E08_140,1_S10E08_140_u,"No, she's right. As long as I've known you, you've always been self-conscious",HOWARD,BBT,0,NONE
1_S10E09_021,1_S10E09_021_c_0,How much money did he win?,LEONARD,BBT,,
1_S10E09_021,1_S10E09_021_c_1,Over half a million dollars.,RAJ,BBT,,
1_S10E09_021,1_S10E09_021_c_2,Wow. And he doesn't have to use it,HOWARD,BBT,,
1_S10E09_021,1_S10E09_021_c_3,"for research, he can do whatever he wants with it.",HOWARD,BBT,,
1_S10E09_021,1_S10E09_021_u,"Oh, good, maybe he can build a nicer bridge to live under.",SHELDON,BBT,1,PRO
1_S10E09_066,1_S10E09_066_c_0,Bert is studying the way microbes in rocks,AMY,BBT,,
1_S10E09_066,1_S10E09_066_c_1,can survive in extreme environmental conditions.,AMY,BBT,,
1_S10E09_066,1_S10E09_066_c_2,They say it could be a potential indicator,LEONARD,BBT,,
1_S10E09_066,1_S10E09_066_c_3,of life on other planets.,LEONARD,BBT,,
1_S10E09_066,1_S10E09_066_u,"You know what, I've met Bert. Isn't he an indicator of life on other planets?",PENNY,BBT,1,PRO
1_S10E09_081,1_S10E09_081_c_0,(knocking) You busy?,-,BBT,,
1_S10E09_081,1_S10E09_081_c_1,There's somebody out here who wants to meet you.,-,BBT,,
1_S10E09_081,1_S10E09_081_c_2,Who is it?,-,BBT,,
1_S10E09_081,1_S10E09_081_u,Say hello to everybody's little friend-- remote control Stephen Hawking!,HOWARD,BBT,0,NONE
1_S10E09_100,1_S10E09_100_c_0,It's always fun watching him read someone else's work.,-,BBT,,
1_S10E09_100,1_S10E09_100_c_1,(scoffs),-,BBT,,
1_S10E09_100,1_S10E09_100_c_2,(moans),-,BBT,,
1_S10E09_100,1_S10E09_100_u,It's like scrolling through the emojis on my phone.,PENNY,BBT,0,NONE
1_S10E09_169,1_S10E09_169_c_0,"You know, I do understand what you're feeling.",-,BBT,,
1_S10E09_169,1_S10E09_169_c_1,My brother and sister's accomplishments,-,BBT,,
1_S10E09_169,1_S10E09_169_c_2,have always been held over my head.,-,BBT,,
1_S10E09_169,1_S10E09_169_c_3,How did you deal with it?,-,BBT,,
1_S10E09_169,1_S10E09_169_u,"I wet the bed until college, but I don't think",LEONARD,BBT,0,NONE
1_S10E09_186,1_S10E09_186_c_0,Do it.,-,BBT,,
1_S10E09_186,1_S10E09_186_c_1,Visualize it as your anger,-,BBT,,
1_S10E09_186,1_S10E09_186_c_2,a-and-and toss it out of your life.,-,BBT,,
1_S10E09_186,1_S10E09_186_c_3,Perhaps I will.,-,BBT,,
1_S10E09_186,1_S10E09_186_c_4,This rock,-,BBT,,
1_S10E09_186,1_S10E09_186_c_5,encapsulates all my negative emotions.,-,BBT,,
1_S10E09_186,1_S10E09_186_c_6,I will cast you far away.,-,BBT,,
1_S10E09_186,1_S10E09_186_c_7,Feel free to take out a pigeon while you're at it.,-,BBT,,
1_S10E09_186,1_S10E09_186_u,Let it fly.,LEONARD,BBT,0,NONE
1_S10E09_194,1_S10E09_194_c_0,What happened?,-,BBT,,
1_S10E09_194,1_S10E09_194_c_1,I tried to let go of anger,-,BBT,,
1_S10E09_194,1_S10E09_194_c_2,and threw a rock into my foot!,-,BBT,,
1_S10E09_194,1_S10E09_194_c_3,Then he got more angry and kicked the rock,-,BBT,,
1_S10E09_194,1_S10E09_194_u,with his other foot. Wha--?,LEONARD,BBT,0,NONE
1_S10E09_258,1_S10E09_258_c_0,"Well, it's a new day. I have a new outlook.",SHELDON,BBT,,
1_S10E09_258,1_S10E09_258_c_1,"You know, I realized I don't need to worry",SHELDON,BBT,,
1_S10E09_258,1_S10E09_258_c_2,about other people.,SHELDON,BBT,,
1_S10E09_258,1_S10E09_258_c_3,I just need to think more about myself.,SHELDON,BBT,,
1_S10E09_258,1_S10E09_258_c_4,"Oh, how will we ever get used to the new you?",LEONARD,BBT,,
1_S10E09_258,1_S10E09_258_c_5,"Well, I'm glad to see you moving forward.",RAJ,BBT,,
1_S10E09_258,1_S10E09_258_c_6,Bert did quality research.,SHELDON,BBT,,
1_S10E09_258,1_S10E09_258_c_7,And he deserves whatever accolades he receives.,SHELDON,BBT,,
1_S10E09_258,1_S10E09_258_u,What is going on? Did you upgrade his software last night?,HOWARD,BBT,1,PRO
1_S10E09_324,1_S10E09_324_c_0,Howard's dopey haircut?,-,BBT,,
1_S10E09_324,1_S10E09_324_c_1,I think he looks cute.,-,BBT,,
1_S10E09_324,1_S10E09_324_c_2,And I think you're cute.,-,BBT,,
1_S10E09_324,1_S10E09_324_c_3,I think you're both cute.,-,BBT,,
1_S10E09_324,1_S10E09_324_u,I think I hate all of you nerds.,PENNY,BBT,0,NONE
1_S10E10_009,1_S10E10_009_c_0,"If we're going to be staying in this apartment, would you be interested in doing a little redecorating?",AMY,BBT,,
1_S10E10_009,1_S10E10_009_c_1,"Oh, actually, I would.",SHELDON,BBT,,
1_S10E10_009,1_S10E10_009_c_2,"Great, what'd you have in mind?",AMY,BBT,,
1_S10E10_009,1_S10E10_009_c_3,Let's take every single thing from the other apartment and put it in here.,SHELDON,BBT,,
1_S10E10_009,1_S10E10_009_c_4,"Well, how about we start a little smaller?",AMY,BBT,,
1_S10E10_009,1_S10E10_009_c_5,Like moving the furniture around.,AMY,BBT,,
1_S10E10_009,1_S10E10_009_u,"You know, I have always thought that this couch would look fantastic on the curb in front of the building.",SHELDON,BBT,1,EMB
1_S10E10_090,1_S10E10_090_c_0,can I live here?,-,BBT,,
1_S10E10_090,1_S10E10_090_c_1,"Stuart, we'd love to help you out,",-,BBT,,
1_S10E10_090,1_S10E10_090_c_2,but this a bad time; we're about to have a baby.,-,BBT,,
1_S10E10_090,1_S10E10_090_c_3,Or is that why this is a great time?,-,BBT,,
1_S10E10_090,1_S10E10_090_c_4,"Think about it-- when that baby comes,",-,BBT,,
1_S10E10_090,1_S10E10_090_c_5,you're gonna need all the help you can get.,-,BBT,,
1_S10E10_090,1_S10E10_090_c_6,"Thank you,",-,BBT,,
1_S10E10_090,1_S10E10_090_c_7,but I'm not really sure.,-,BBT,,
1_S10E10_090,1_S10E10_090_u,"Hang on, maybe it's not the worst idea. I mean, he did do a good job taking care of my mother.",HOWARD,BBT,0,NONE
1_S10E10_158,1_S10E10_158_c_0,"Sheldon, you're-you're being a little selfish.",-,BBT,,
1_S10E10_158,1_S10E10_158_c_1,Why don't you let Leonard keep a few things?,-,BBT,,
1_S10E10_158,1_S10E10_158_c_2,It's not my fault I'm bad at sharing;,-,BBT,,
1_S10E10_158,1_S10E10_158_c_3,I skipped kindergarten.,-,BBT,,
1_S10E10_158,1_S10E10_158_c_4,You know what?,-,BBT,,
1_S10E10_158,1_S10E10_158_c_5,There is one thing I would like.,-,BBT,,
1_S10E10_158,1_S10E10_158_c_6,"Yeah, take whatever you want.",-,BBT,,
1_S10E10_158,1_S10E10_158_u,I would like to keep... the official flag of our apartment.,LEONARD,BBT,0,NONE
1_S10E10_269,1_S10E10_269_c_0,"Hey, what's up?",STUART,BBT,,
1_S10E10_269,1_S10E10_269_c_1,I'm here to put the crib together.,RAJ,BBT,,
1_S10E10_269,1_S10E10_269_c_2,"Ooh, sorry, I already did it.",STUART,BBT,,
1_S10E10_269,1_S10E10_269_c_3,"Oh, I don't know if you realize this, but I bought that crib.",RAJ,BBT,,
1_S10E10_269,1_S10E10_269_u,"Oh, yeah, I read about that on WhoGivesACrap.com",STUART,BBT,1,PRO
1_S10E10_376,1_S10E10_376_c_0,"I have to admit,",-,BBT,,
1_S10E10_376,1_S10E10_376_c_1,leaving you to move in with Amy,-,BBT,,
1_S10E10_376,1_S10E10_376_c_2,has been harder than I thought it would be.,-,BBT,,
1_S10E10_376,1_S10E10_376_u,"Well, for me, too. It's not the same with you gone.",LEONARD,BBT,0,NONE
1_S10E11_321,1_S10E11_321_c_0,It's hard to believe Howard's having a kid.,LEONARD,BBT,,
1_S10E11_321,1_S10E11_321_c_1,"Penny, you're the one who introduced him to Bernie.",AMY,BBT,,
1_S10E11_321,1_S10E11_321_u,How many times do I have to say I'm sorry?,PENNY,BBT,1,ILL
1_S10E12_115,1_S10E12_115_c_0,"What, so... You thought I was going to be alone",SHELDON,BBT,,
1_S10E12_115,1_S10E12_115_c_1,for the rest of my life?,SHELDON,BBT,,
1_S10E12_115,1_S10E12_115_c_2,No! Just for the middle part.,OTHER,BBT,,
1_S10E12_115,1_S10E12_115_u,Cause at the end I assumed there'd be nurses.,OTHER,BBT,1,PRO
1_S10E13_095,1_S10E13_095_c_0,Things going well with you and Sheldon living together?,BERNADETTE,BBT,,
1_S10E13_095,1_S10E13_095_c_1,Better than ever.,SHELDON,BBT,,
1_S10E13_095,1_S10E13_095_c_2,"He asks about my day, takes an interest in my life.",SHELDON,BBT,,
1_S10E13_095,1_S10E13_095_c_3,"He's like my boyfriend in college, except he's real, so people can see him.",SHELDON,BBT,,
1_S10E13_095,1_S10E13_095_u,"I've been seeing him for years, I'm still not convinced he's real.",BERNADETTE,BBT,1,ILL
1_S10E13_135,1_S10E13_135_c_0,"If you do that, I'll win in eight moves.",SHELDON,BBT,,
1_S10E13_135,1_S10E13_135_c_1,I'll win in five moves.,SHELDON,BBT,,
1_S10E13_135,1_S10E13_135_c_2,I'll win in one move.,SHELDON,BBT,,
1_S10E13_135,1_S10E13_135_u,"Oh, no. Good game.",LEONARD,BBT,1,ILL
1_S10E14_032,1_S10E14_032_c_0,"Hey. Hey, boys. How's it going?",PENNY,BBT,,
1_S10E14_032,1_S10E14_032_c_1,"Well, I thought we were having a nice conversation,",SHELDON,BBT,,
1_S10E14_032,1_S10E14_032_c_2,"but it turns out, i was being offensive.",SHELDON,BBT,,
1_S10E14_032,1_S10E14_032_u,"So, normal. Yeah--",BERNADETTE,BBT,1,PRO
1_S10E14_056,1_S10E14_056_c_0,"You know, I just read that a team at mit.",BERNADETTE,BBT,,
1_S10E14_056,1_S10E14_056_c_1,Developed a device that helps people read human emotions.,BERNADETTE,BBT,,
1_S10E14_056,1_S10E14_056_u,And you think we can get those guys to reprogram Sheldon? Cool.,LEONARD,BBT,1,PRO
1_S10E14_094,1_S10E14_094_c_0,"Sheldon, I just heard from the guys at mit",HOWARD,BBT,,
1_S10E14_094,1_S10E14_094_c_1,about that emotion reader; They're sending a prototype,HOWARD,BBT,,
1_S10E14_094,1_S10E14_094_c_2,for you to beta test.,HOWARD,BBT,,
1_S10E14_094,1_S10E14_094_c_3,(Gasps) Wonderful.,SHELDON,BBT,,
1_S10E14_094,1_S10E14_094_c_4,Although I'm not sure how I feel,SHELDON,BBT,,
1_S10E14_094,1_S10E14_094_c_5,about being used as a Guinea pig.,SHELDON,BBT,,
1_S10E14_094,1_S10E14_094_u,"Well, when you get the machine, you can find out.",LEONARD,BBT,1,PRO
1_S10E14_476,1_S10E14_476_c_0,"You know, I just read a study that suggests new mothers are better at sensing emotions for up to two years.",RAJ,BBT,,
1_S10E14_476,1_S10E14_476_c_1,It's true.,AMY,BBT,,
1_S10E14_476,1_S10E14_476_c_2,Pregnancy causes physiological changes in the brain that result in increased empathy.,AMY,BBT,,
1_S10E14_476,1_S10E14_476_u,"Oh, so all we need to do is get Sheldon knocked up.",PENNY,BBT,1,PRO
1_S10E16_009,1_S10E16_009_c_0,Go! (Inhales deeply),HOWARD,BBT,,
1_S10E16_009,1_S10E16_009_c_1,"Come on, raj!",HOWARD,BBT,,
1_S10E16_009,1_S10E16_009_c_2,Leonard: You can do this!,LEONARD,BBT,,
1_S10E16_009,1_S10E16_009_c_3,There's no way.,SHELDON,BBT,,
1_S10E16_009,1_S10E16_009_c_4,What is happening?,PENNY,BBT,,
1_S10E16_009,1_S10E16_009_c_5,This is an euler's disk.,LEONARD,BBT,,
1_S10E16_009,1_S10E16_009_c_6,"It's a physics toy that demonstrates angular momentum, potential energy, and kinetic energy.",LEONARD,BBT,,
1_S10E16_009,1_S10E16_009_u,"Aw, look at you watching sports.",PENNY,BBT,1,PRO
1_S10E17_032,1_S10E17_032_c_0,"Well, he has a job. How bad can it be?",PENNY,BBT,,
1_S10E17_032,1_S10E17_032_c_1,"Well, his rent and car lease are exceedingly high.",SHELDON,BBT,,
1_S10E17_032,1_S10E17_032_c_2,You couple that with his penchant,SHELDON,BBT,,
1_S10E17_032,1_S10E17_032_c_3,for dining out and shopping...,SHELDON,BBT,,
1_S10E17_032,1_S10E17_032_u,"Wait, wait, not shopping for clothes, right? Because look.",PENNY,BBT,1,PRO
1_S10E17_096,1_S10E17_096_c_0,You actually think penny will have fun at comic-con?,HOWARD,BBT,,
1_S10E17_096,1_S10E17_096_u,"No. Which will make me miserable, which is usually Sheldon's job.",LEONARD,BBT,1,EMB
1_S10E17_125,1_S10E17_125_c_0,"Yeah, you're a grown man who's highly educated.",HOWARD,BBT,,
1_S10E17_125,1_S10E17_125_u,You could charge people money to punch you.,HOWARD,BBT,1,EMB
1_S10E17_146,1_S10E17_146_c_0,Okay.,BERNADETTE,BBT,,
1_S10E17_146,1_S10E17_146_c_1,What you doing? Making lasagna.,HOWARD,BBT,,
